x,y,theta,stamp
-0.8169109122837244,-3.0602242397638086,0.016596161030044455,1472886000000
-0.8169109215740878,-3.0602242399193087,0.016596161818415965,1472920000000
-0.816910920368603,-3.060224239992896,0.016596162783204298,1472954000000
-0.8169109134335429,-3.0602242398710446,0.016596163775473256,1472988000000
-0.8169109016146808,-3.060224239667797,0.016596164795230642,1473022000000
-0.8169108808469299,-3.0602242392974572,0.01659616592168658,1473056000000
-0.8169108619227257,-3.0602242390254975,0.01659616709836903,1473090000000
-0.8169108696215983,-3.0602242390503234,0.016596167942269095,1473124000000
-0.8169108806908094,-3.060224239351669,0.01659616869373097,1473158000000
-0.8169108919826806,-3.0602242394522796,0.01659616948672609,1473192000000
-0.8169108911459545,-3.0602242395328103,0.016596170420190636,1473226000000
-0.8169108845905458,-3.0602242394176895,0.016596171410489444,1473260000000
-0.8169108731494846,-3.0602242392210894,0.016596172442150437,1473294000000
-0.8169108599423024,-3.060224238976691,0.016596173530964334,1473328000000
-0.8169108506105782,-3.060224238874066,0.016596174560799114,1473362000000
-0.8169108542802711,-3.0602242389409855,0.016596175445136006,1473396000000
-0.8169108716055503,-3.0602242392325234,0.01659617612464741,1473430000000
-0.8169108832213354,-3.0602242393390218,0.01659617695626678,1473464000000
-0.8169108826895762,-3.0602242394244543,0.016596177875082337,1473498000000
-0.8169108764399539,-3.0602242393143078,0.01659617884197747,1473532000000
-0.8169108653037859,-3.060224239122666,0.016596179881714086,1473566000000
-0.8169108452151991,-3.0602242387638627,0.016596181005569796,1473600000000
-0.816910826967698,-3.0602242385033733,0.016596182160375204,1473634000000
-0.8169108353379877,-3.0602242385395555,0.016596182999562777,1473668000000
-0.816910847076923,-3.060224238852229,0.016596183752607963,1473702000000
-0.8169108590343817,-3.060224238964077,0.01659618453620725,1473736000000
-0.8169108588605397,-3.060224239055782,0.016596185459560625,1473770000000
-0.8169108529643165,-3.060224238951759,0.01659618644599688,1473804000000
-0.81691084217939,-3.0602242387661924,0.01659618747267946,1473838000000
-0.8169108296253134,-3.060224238532763,0.0165961885533928,1473872000000
-0.8169108209439567,-3.060224238441049,0.016596189576543886,1473906000000
-0.8169108252611186,-3.060224238518818,0.016596190455581368,1473940000000
-0.8169108432309158,-3.060224238821149,0.016596191128697868,1473974000000
-0.81691085548853,-3.06022423893837,0.01659619195347162,1474008000000
-0.8169108555959411,-3.0602242390344783,0.016596192866187905,1474042000000
-0.8169108499827745,-3.0602242389349508,0.016596193827079515,1474076000000
-0.8169108394804906,-3.060224238753874,0.016596194860419907,1474110000000
-0.816910820023266,-3.060224238405588,0.016596195977962913,1474144000000
-0.8169107946610777,-3.0602242380300253,0.016596197215733313,1474178000000
-0.8169107949585445,-3.060224237984961,0.01659619813262265,1474212000000
-0.8169107943608697,-3.060224238028761,0.016596198975998615,1474246000000
-0.8169108125055284,-3.0602242382506293,0.01659619973444204,1474280000000
-0.8169108324722933,-3.0602242386775638,0.016596200467621204,1474314000000
-0.8169108464880559,-3.060224238859704,0.01659620121783046,1474348000000
-0.8169108500739194,-3.060224238861052,0.01659620209803579,1474382000000
-0.8169108428737597,-3.0602242388144205,0.01659620314644241,1474416000000
-0.8169108271026357,-3.060224238596409,0.01659620420376069,1474450000000
-0.8169108068520471,-3.0602242382518487,0.016596205285350628,1474484000000
-0.8169107888694935,-3.060224237943237,0.016596206446808256,1474518000000
-0.8169107707087326,-3.06022423766794,0.01659620755398519,1474552000000
-0.816910772530007,-3.060224237655561,0.01659620845718512,1474586000000
-0.816910788423914,-3.0602242379458424,0.01659620917279381,1474620000000
-0.8169107955842887,-3.0602242381006364,0.01659621003329241,1474654000000
-0.8169108146227981,-3.0602242384054628,0.016596210731673833,1474688000000
-0.8169108213925322,-3.0602242385012195,0.01659621157137435,1474722000000
-0.8169108178405826,-3.0602242383963074,0.016596212565558877,1474756000000
-0.8169108037662347,-3.060224238159083,0.016596213649718684,1474790000000
-0.8169107792725192,-3.0602242378384994,0.016596214800220947,1474824000000
-0.8169107608065994,-3.060224237539435,0.01659621590976203,1474858000000
-0.8169107456099004,-3.060224237283324,0.01659621703043282,1474892000000
-0.8169107556641108,-3.0602242373804978,0.016596217802872137,1474926000000
-0.816910766211829,-3.060224237640299,0.01659621857481607,1474960000000
-0.8169107838027747,-3.060224237860014,0.016596219367136344,1474994000000
-0.8169107944780281,-3.0602242381177085,0.016596220143498916,1475028000000
-0.8169108004853874,-3.0602242382178484,0.01659622096272451,1475062000000
-0.8169108000283322,-3.0602242382002336,0.016596221936432776,1475096000000
-0.816910789310314,-3.060224237987928,0.01659622298160527,1475130000000
-0.8169107683401415,-3.0602242375739643,0.01659622409282245,1475164000000
-0.8169107414980594,-3.0602242372516555,0.016596225297695097,1475198000000
-0.8169107396357994,-3.060224237140402,0.01659622630217512,1475232000000
-0.8169107457946404,-3.0602242373187614,0.016596227089202133,1475266000000
-0.816910755247729,-3.0602242374976325,0.016596227897024498,1475300000000
-0.8169107616820636,-3.060224237594832,0.016596228699708036,1475334000000
-0.8169107616495138,-3.060224237585073,0.016596229664659456,1475368000000
-0.8169107513553895,-3.060224237380427,0.01659623071475288,1475402000000
-0.8169107334555543,-3.0602242370633,0.016596231836259048,1475436000000
-0.8169107322881174,-3.0602242371214654,0.016596232797788945,1475470000000
-0.8169107317557283,-3.0602242371264032,0.016596233667588542,1475504000000
-0.8169107526169229,-3.0602242374376583,0.01659623436305841,1475538000000
-0.816910761079184,-3.060224237620857,0.016596235203888088,1475572000000
-0.8169107677399663,-3.0602242377317923,0.01659623602021839,1475606000000
-0.8169107679487461,-3.0602242377255076,0.016596236967460095,1475640000000
-0.8169107578940832,-3.0602242375244235,0.016596238009402377,1475674000000
-0.8169107375841104,-3.0602242371216244,0.01659623912455495,1475708000000
-0.8169107064527203,-3.060224236728796,0.016596240385445705,1475742000000
-0.8169107010878621,-3.0602242365957455,0.016596241403631553,1475776000000
-0.8169106947951659,-3.060224236543356,0.01659624231932187,1475810000000
-0.8169107015107864,-3.0602242366621604,0.016596243176198313,1475844000000
-0.8169107293154728,-3.060224237083154,0.016596243827155428,1475878000000
-0.8169107424245005,-3.0602242372629878,0.016596244573380423,1475912000000
-0.8169107448550602,-3.0602242373983763,0.01659624547583199,1475946000000
-0.8169107415380193,-3.060224237337656,0.016596246443016254,1475980000000
-0.8169107333208432,-3.060224237195186,0.016596247440679265,1476014000000
-0.8169107161384267,-3.060224236885273,0.01659624852394903,1476048000000
-0.8169106930346608,-3.0602242364292853,0.016596249714404866,1476082000000
-0.8169106821365945,-3.0602242363619254,0.016596250785380528,1476116000000
-0.8169106747309719,-3.060224236240649,0.01659625171912155,1476150000000
-0.8169106937155393,-3.0602242364527035,0.01659625243703356,1476184000000
-0.8169107044190215,-3.0602242367566417,0.0165962532269459,1476218000000
-0.8169107264058001,-3.060224237065459,0.01659625395041341,1476252000000
-0.8169107323212191,-3.060224237106668,0.016596254781566,1476286000000
-0.8169107274550681,-3.0602242370996944,0.016596255803316202,1476320000000
-0.8169107140030933,-3.0602242369210115,0.016596256854264826,1476354000000
-0.8169106960588026,-3.060224236615505,0.016596257912211317,1476388000000
-0.8169106803719742,-3.060224236345723,0.016596259043239785,1476422000000
-0.8169106644977034,-3.0602242361090326,0.01659626013124429,1476456000000
-0.8169106685944713,-3.06022423613504,0.016596261016218344,1476490000000
-0.8169106867532627,-3.0602242364634797,0.016596261707244365,1476524000000
-0.8169106932191327,-3.0602242364782084,0.016596262525170838,1476558000000
-0.8169106887858641,-3.0602242364794385,0.01659626353328049,1476592000000
-0.8169106757625046,-3.060224236308519,0.016596264587974384,1476626000000
-0.8169106582399214,-3.060224236010617,0.016596265646368652,1476660000000
-0.8169106549447939,-3.060224235934964,0.01659626670870442,1476694000000
